6610
YAL031C	YAL031C	MissingGeneType
YAL030W	YAL030W	MissingGeneType
YAL029C	YAL029C	MissingGeneType
YAL028W	YAL028W	MissingGeneType
YAL027W	YAL027W	MissingGeneType
YAL026C-A	YAL026C-A	MissingGeneType
YAL026C	YAL026C	MissingGeneType
YAL025C	YAL025C	MissingGeneType
YAL024C	YAL024C	MissingGeneType
YAL023C	YAL023C	MissingGeneType
YAL022C	YAL022C	MissingGeneType
YAL021C	YAL021C	MissingGeneType
YAL020C	YAL020C	MissingGeneType
YAL019W-A	YAL019W-A	MissingGeneType
YAL019W	YAL019W	MissingGeneType
YAL018C	YAL018C	MissingGeneType
YAL017W	YAL017W	MissingGeneType
YAL016C-B	YAL016C-B	MissingGeneType
YAL016C-A	YAL016C-A	MissingGeneType
YAL016W	YAL016W	MissingGeneType
YAL015C	YAL015C	MissingGeneType
YAL014C	YAL014C	MissingGeneType
YAL013W	YAL013W	MissingGeneType
YAL012W	YAL012W	MissingGeneType
YAL011W	YAL011W	MissingGeneType
YAL010C	YAL010C	MissingGeneType
YAL009W	YAL009W	MissingGeneType
YAL008W	YAL008W	MissingGeneType
YAL007C	YAL007C	MissingGeneType
YAL005C	YAL005C	MissingGeneType
YAL004W	YAL004W	MissingGeneType
YAL003W	YAL003W	MissingGeneType
YAL002W	YAL002W	MissingGeneType
YAL001C	YAL001C	MissingGeneType
YAR002W	YAR002W	MissingGeneType
YAR002C-A	YAR002C-A	MissingGeneType
YAR003W	YAR003W	MissingGeneType
YAR007C	YAR007C	MissingGeneType
YAR008W	YAR008W	MissingGeneType
MissingGeneID	MissingGeneID	MissingGeneType
YAR014C	YAR014C	MissingGeneType
YAR015W	YAR015W	MissingGeneType
YAR018C	YAR018C	MissingGeneType
YAR019C	YAR019C	MissingGeneType
YAR019W-A	YAR019W-A	MissingGeneType
YAR020C	YAR020C	MissingGeneType
YAR023C	YAR023C	MissingGeneType
YAR027W	YAR027W	MissingGeneType
YAR028W	YAR028W	MissingGeneType
YAR029W	YAR029W	MissingGeneType
YAR030C	YAR030C	MissingGeneType
YAR031W	YAR031W	MissingGeneType
YAR033W	YAR033W	MissingGeneType
YAR035W	YAR035W	MissingGeneType
YAR035C-A	YAR035C-A	MissingGeneType
YAR042W	YAR042W	MissingGeneType
YAR047C	YAR047C	MissingGeneType
YAR050W	YAR050W	MissingGeneType
YAR053W	YAR053W	MissingGeneType
YAR060C	YAR060C	MissingGeneType
YAR064W	YAR064W	MissingGeneType
YAR066W	YAR066W	MissingGeneType
YAR068W	YAR068W	MissingGeneType
YAR069C	YAR069C	MissingGeneType
YAR070C	YAR070C	MissingGeneType
YAR071W	YAR071W	MissingGeneType
YAR073W	YAR073W	MissingGeneType
YAR075W	YAR075W	MissingGeneType
YBL113C	YBL113C	MissingGeneType
YBL113W-A	YBL113W-A	MissingGeneType
YBL112C	YBL112C	MissingGeneType
YBL111C	YBL111C	MissingGeneType
YBL109W	YBL109W	MissingGeneType
YBL108C-A	YBL108C-A	MissingGeneType
YBL108W	YBL108W	MissingGeneType
YBL107W-A	YBL107W-A	MissingGeneType
YBL107C	YBL107C	MissingGeneType
YBL106C	YBL106C	MissingGeneType
YBL105C	YBL105C	MissingGeneType
YBL104C	YBL104C	MissingGeneType
YBL103C	YBL103C	MissingGeneType
YBL102W	YBL102W	MissingGeneType
YBL101C	YBL101C	MissingGeneType
YBL100W-C	YBL100W-C	MissingGeneType
YBL100C	YBL100C	MissingGeneType
YBL099W	YBL099W	MissingGeneType
YBL098W	YBL098W	MissingGeneType
YBL097W	YBL097W	MissingGeneType
YBL096C	YBL096C	MissingGeneType
YBL095W	YBL095W	MissingGeneType
YBL094C	YBL094C	MissingGeneType
YBL093C	YBL093C	MissingGeneType
YBL092W	YBL092W	MissingGeneType
YBL091C-A	YBL091C-A	MissingGeneType
YBL091C	YBL091C	MissingGeneType
YBL090W	YBL090W	MissingGeneType
YBL089W	YBL089W	MissingGeneType
YBL088C	YBL088C	MissingGeneType
YBL087C	YBL087C	MissingGeneType
YBL086C	YBL086C	MissingGeneType
YBL085W	YBL085W	MissingGeneType
YBL084C	YBL084C	MissingGeneType
YBL083C	YBL083C	MissingGeneType
YBL082C	YBL082C	MissingGeneType
YBL081W	YBL081W	MissingGeneType
YBL080C	YBL080C	MissingGeneType
YBL079W	YBL079W	MissingGeneType
YBL078C	YBL078C	MissingGeneType
YBL077W	YBL077W	MissingGeneType
YBL076C	YBL076C	MissingGeneType
YBL075C	YBL075C	MissingGeneType
YBL074C	YBL074C	MissingGeneType
YBL073W	YBL073W	MissingGeneType
YBL072C	YBL072C	MissingGeneType
YBL071C-B	YBL071C-B	MissingGeneType
YBL071W-A	YBL071W-A	MissingGeneType
YBL071C	YBL071C	MissingGeneType
YBL070C	YBL070C	MissingGeneType
YBL069W	YBL069W	MissingGeneType
YBL068W-A	YBL068W-A	MissingGeneType
YBL068W	YBL068W	MissingGeneType
YBL067C	YBL067C	MissingGeneType
YBL066C	YBL066C	MissingGeneType
YBL065W	YBL065W	MissingGeneType
YBL064C	YBL064C	MissingGeneType
YBL063W	YBL063W	MissingGeneType
YBL062W	YBL062W	MissingGeneType
YBL061C	YBL061C	MissingGeneType
YBL060W	YBL060W	MissingGeneType
YBL059C-A	YBL059C-A	MissingGeneType
YBL059W	YBL059W	MissingGeneType
YBL058W	YBL058W	MissingGeneType
YBL057C	YBL057C	MissingGeneType
YBL056W	YBL056W	MissingGeneType
YBL055C	YBL055C	MissingGeneType
YBL054W	YBL054W	MissingGeneType
YBL053W	YBL053W	MissingGeneType
YBL052C	YBL052C	MissingGeneType
YBL051C	YBL051C	MissingGeneType
YBL050W	YBL050W	MissingGeneType
YBL049W	YBL049W	MissingGeneType
YBL048W	YBL048W	MissingGeneType
YBL047C	YBL047C	MissingGeneType
YBL046W	YBL046W	MissingGeneType
YBL045C	YBL045C	MissingGeneType
YBL044W	YBL044W	MissingGeneType
YBL043W	YBL043W	MissingGeneType
YBL042C	YBL042C	MissingGeneType
YBL041W	YBL041W	MissingGeneType
YBL040C	YBL040C	MissingGeneType
YBL039W-B	YBL039W-B	MissingGeneType
YBL039C	YBL039C	MissingGeneType
YBL039C-A	YBL039C-A	MissingGeneType
YBL038W	YBL038W	MissingGeneType
YBL037W	YBL037W	MissingGeneType
YBL036C	YBL036C	MissingGeneType
YBL035C	YBL035C	MissingGeneType
YBL034C	YBL034C	MissingGeneType
YBL033C	YBL033C	MissingGeneType
YBL032W	YBL032W	MissingGeneType
YBL031W	YBL031W	MissingGeneType
YBL030C	YBL030C	MissingGeneType
YBL029C-A	YBL029C-A	MissingGeneType
YBL029W	YBL029W	MissingGeneType
YBL028C	YBL028C	MissingGeneType
YBL027W	YBL027W	MissingGeneType
YBL026W	YBL026W	MissingGeneType
YBL025W	YBL025W	MissingGeneType
YBL024W	YBL024W	MissingGeneType
YBL023C	YBL023C	MissingGeneType
YBL022C	YBL022C	MissingGeneType
YBL021C	YBL021C	MissingGeneType
YBL020W	YBL020W	MissingGeneType
YBL019W	YBL019W	MissingGeneType
YBL018C	YBL018C	MissingGeneType
YBL017C	YBL017C	MissingGeneType
YBL016W	YBL016W	MissingGeneType
YBL015W	YBL015W	MissingGeneType
YBL014C	YBL014C	MissingGeneType
YBL013W	YBL013W	MissingGeneType
YBL012C	YBL012C	MissingGeneType
YBL011W	YBL011W	MissingGeneType
YBL010C	YBL010C	MissingGeneType
YBL009W	YBL009W	MissingGeneType
YBL008W-A	YBL008W-A	MissingGeneType
YBL008W	YBL008W	MissingGeneType
YBL007C	YBL007C	MissingGeneType
YBL006C	YBL006C	MissingGeneType
YBL006W-A	YBL006W-A	MissingGeneType
YBL005W	YBL005W	MissingGeneType
YBL004W	YBL004W	MissingGeneType
YBL003C	YBL003C	MissingGeneType
YBL002W	YBL002W	MissingGeneType
YBL001C	YBL001C	MissingGeneType
YBR001C	YBR001C	MissingGeneType
YBR002C	YBR002C	MissingGeneType
YBR003W	YBR003W	MissingGeneType
YBR004C	YBR004C	MissingGeneType
YBR005W	YBR005W	MissingGeneType
YBR006W	YBR006W	MissingGeneType
YBR007C	YBR007C	MissingGeneType
YBR008C	YBR008C	MissingGeneType
YBR009C	YBR009C	MissingGeneType
YBR010W	YBR010W	MissingGeneType
YBR011C	YBR011C	MissingGeneType
YBR012C	YBR012C	MissingGeneType
YBR013C	YBR013C	MissingGeneType
YBR014C	YBR014C	MissingGeneType
YBR015C	YBR015C	MissingGeneType
YBR016W	YBR016W	MissingGeneType
YBR017C	YBR017C	MissingGeneType
YBR018C	YBR018C	MissingGeneType
YBR019C	YBR019C	MissingGeneType
YBR020W	YBR020W	MissingGeneType
YBR021W	YBR021W	MissingGeneType
YBR022W	YBR022W	MissingGeneType
YBR023C	YBR023C	MissingGeneType
YBR024W	YBR024W	MissingGeneType
YBR025C	YBR025C	MissingGeneType
YBR026C	YBR026C	MissingGeneType
YBR027C	YBR027C	MissingGeneType
YBR028C	YBR028C	MissingGeneType
YBR029C	YBR029C	MissingGeneType
YBR030W	YBR030W	MissingGeneType
YBR031W	YBR031W	MissingGeneType
YBR032W	YBR032W	MissingGeneType
YBR033W	YBR033W	MissingGeneType
YBR034C	YBR034C	MissingGeneType
YBR035C	YBR035C	MissingGeneType
YBR036C	YBR036C	MissingGeneType
YBR037C	YBR037C	MissingGeneType
YBR038W	YBR038W	MissingGeneType
YBR039W	YBR039W	MissingGeneType
YBR040W	YBR040W	MissingGeneType
YBR041W	YBR041W	MissingGeneType
YBR042C	YBR042C	MissingGeneType
YBR043C	YBR043C	MissingGeneType
YBR044C	YBR044C	MissingGeneType
YBR045C	YBR045C	MissingGeneType
YBR046C	YBR046C	MissingGeneType
YBR047W	YBR047W	MissingGeneType
YBR048W	YBR048W	MissingGeneType
YBR049C	YBR049C	MissingGeneType
YBR050C	YBR050C	MissingGeneType
YBR051W	YBR051W	MissingGeneType
YBR052C	YBR052C	MissingGeneType
YBR053C	YBR053C	MissingGeneType
YBR054W	YBR054W	MissingGeneType
YBR055C	YBR055C	MissingGeneType
YBR056W	YBR056W	MissingGeneType
YBR056W-A	YBR056W-A	MissingGeneType
YBR056C-B	YBR056C-B	MissingGeneType
YBR057C	YBR057C	MissingGeneType
YBR058C	YBR058C	MissingGeneType
YBR058C-A	YBR058C-A	MissingGeneType
YBR059C	YBR059C	MissingGeneType
YBR060C	YBR060C	MissingGeneType
YBR061C	YBR061C	MissingGeneType
YBR062C	YBR062C	MissingGeneType
YBR063C	YBR063C	MissingGeneType
YBR064W	YBR064W	MissingGeneType
YBR065C	YBR065C	MissingGeneType
YBR066C	YBR066C	MissingGeneType
YBR067C	YBR067C	MissingGeneType
YBR068C	YBR068C	MissingGeneType
YBR069C	YBR069C	MissingGeneType
YBR070C	YBR070C	MissingGeneType
YBR071W	YBR071W	MissingGeneType
YBR072W	YBR072W	MissingGeneType
YBR072C-A	YBR072C-A	MissingGeneType
YBR073W	YBR073W	MissingGeneType
YBR074W	YBR074W	MissingGeneType
YBR076W	YBR076W	MissingGeneType
YBR076C-A	YBR076C-A	MissingGeneType
YBR077C	YBR077C	MissingGeneType
YBR078W	YBR078W	MissingGeneType
YBR079C	YBR079C	MissingGeneType
YBR080C	YBR080C	MissingGeneType
YBR081C	YBR081C	MissingGeneType
YBR082C	YBR082C	MissingGeneType
YBR083W	YBR083W	MissingGeneType
YBR084W	YBR084W	MissingGeneType
YBR084C-A	YBR084C-A	MissingGeneType
YBR085W	YBR085W	MissingGeneType
YBR085C-A	YBR085C-A	MissingGeneType
YBR086C	YBR086C	MissingGeneType
YBR087W	YBR087W	MissingGeneType
YBR088C	YBR088C	MissingGeneType
YBR089W	YBR089W	MissingGeneType
YBR089C-A	YBR089C-A	MissingGeneType
YBR090C	YBR090C	MissingGeneType
YBR091C	YBR091C	MissingGeneType
YBR092C	YBR092C	MissingGeneType
YBR093C	YBR093C	MissingGeneType
YBR094W	YBR094W	MissingGeneType
YBR095C	YBR095C	MissingGeneType
YBR096W	YBR096W	MissingGeneType
YBR097W	YBR097W	MissingGeneType
YBR098W	YBR098W	MissingGeneType
YBR099C	YBR099C	MissingGeneType
YBR101C	YBR101C	MissingGeneType
YBR102C	YBR102C	MissingGeneType
YBR103W	YBR103W	MissingGeneType
YBR103C-A	YBR103C-A	MissingGeneType
YBR104W	YBR104W	MissingGeneType
YBR105C	YBR105C	MissingGeneType
YBR106W	YBR106W	MissingGeneType
YBR107C	YBR107C	MissingGeneType
YBR108W	YBR108W	MissingGeneType
YBR109C	YBR109C	MissingGeneType
YBR109W-A	YBR109W-A	MissingGeneType
YBR110W	YBR110W	MissingGeneType
YBR111C	YBR111C	MissingGeneType
YBR111W-A	YBR111W-A	MissingGeneType
YBR112C	YBR112C	MissingGeneType
YBR113W	YBR113W	MissingGeneType
YBR114W	YBR114W	MissingGeneType
YBR115C	YBR115C	MissingGeneType
YBR116C	YBR116C	MissingGeneType
YBR117C	YBR117C	MissingGeneType
YBR118W	YBR118W	MissingGeneType
YBR119W	YBR119W	MissingGeneType
YBR120C	YBR120C	MissingGeneType
YBR121C	YBR121C	MissingGeneType
YBR121C-A	YBR121C-A	MissingGeneType
YBR122C	YBR122C	MissingGeneType
YBR123C	YBR123C	MissingGeneType
YBR124W	YBR124W	MissingGeneType
YBR125C	YBR125C	MissingGeneType
YBR126C	YBR126C	MissingGeneType
YBR126W-A	YBR126W-A	MissingGeneType
YBR126W-B	YBR126W-B	MissingGeneType
YBR127C	YBR127C	MissingGeneType
YBR128C	YBR128C	MissingGeneType
YBR129C	YBR129C	MissingGeneType
YBR130C	YBR130C	MissingGeneType
YBR131W	YBR131W	MissingGeneType
YBR131C-A	YBR131C-A	MissingGeneType
YBR132C	YBR132C	MissingGeneType
YBR133C	YBR133C	MissingGeneType
YBR134W	YBR134W	MissingGeneType
YBR135W	YBR135W	MissingGeneType
YBR136W	YBR136W	MissingGeneType
YBR137W	YBR137W	MissingGeneType
YBR138C	YBR138C	MissingGeneType
YBR139W	YBR139W	MissingGeneType
YBR140C	YBR140C	MissingGeneType
YBR141C	YBR141C	MissingGeneType
YBR141W-A	YBR141W-A	MissingGeneType
YBR142W	YBR142W	MissingGeneType
YBR143C	YBR143C	MissingGeneType
YBR144C	YBR144C	MissingGeneType
YBR145W	YBR145W	MissingGeneType
YBR146W	YBR146W	MissingGeneType
YBR147W	YBR147W	MissingGeneType
YBR148W	YBR148W	MissingGeneType
YBR149W	YBR149W	MissingGeneType
YBR150C	YBR150C	MissingGeneType
YBR151W	YBR151W	MissingGeneType
YBR152W	YBR152W	MissingGeneType
YBR153W	YBR153W	MissingGeneType
YBR154C	YBR154C	MissingGeneType
YBR155W	YBR155W	MissingGeneType
YBR156C	YBR156C	MissingGeneType
YBR157C	YBR157C	MissingGeneType
YBR158W	YBR158W	MissingGeneType
YBR159W	YBR159W	MissingGeneType
YBR160W	YBR160W	MissingGeneType
YBR161W	YBR161W	MissingGeneType
YBR162C	YBR162C	MissingGeneType
YBR162W-A	YBR162W-A	MissingGeneType
YBR163W	YBR163W	MissingGeneType
YBR164C	YBR164C	MissingGeneType
YBR165W	YBR165W	MissingGeneType
YBR166C	YBR166C	MissingGeneType
YBR167C	YBR167C	MissingGeneType
YBR168W	YBR168W	MissingGeneType
YBR169C	YBR169C	MissingGeneType
YBR170C	YBR170C	MissingGeneType
YBR171W	YBR171W	MissingGeneType
YBR172C	YBR172C	MissingGeneType
YBR173C	YBR173C	MissingGeneType
YBR174C	YBR174C	MissingGeneType
YBR175W	YBR175W	MissingGeneType
YBR176W	YBR176W	MissingGeneType
YBR177C	YBR177C	MissingGeneType
YBR178W	YBR178W	MissingGeneType
YBR179C	YBR179C	MissingGeneType
YBR180W	YBR180W	MissingGeneType
YBR181C	YBR181C	MissingGeneType
YBR182C	YBR182C	MissingGeneType
YBR182C-A	YBR182C-A	MissingGeneType
YBR183W	YBR183W	MissingGeneType
YBR184W	YBR184W	MissingGeneType
YBR185C	YBR185C	MissingGeneType
YBR186W	YBR186W	MissingGeneType
YBR187W	YBR187W	MissingGeneType
YBR188C	YBR188C	MissingGeneType
YBR189W	YBR189W	MissingGeneType
YBR190W	YBR190W	MissingGeneType
YBR191W	YBR191W	MissingGeneType
YBR191W-A	YBR191W-A	MissingGeneType
YBR192W	YBR192W	MissingGeneType
YBR193C	YBR193C	MissingGeneType
YBR194W	YBR194W	MissingGeneType
YBR195C	YBR195C	MissingGeneType
YBR196C	YBR196C	MissingGeneType
YBR196C-A	YBR196C-A	MissingGeneType
YBR196C-B	YBR196C-B	MissingGeneType
YBR197C	YBR197C	MissingGeneType
YBR198C	YBR198C	MissingGeneType
YBR199W	YBR199W	MissingGeneType
YBR200W	YBR200W	MissingGeneType
YBR200W-A	YBR200W-A	MissingGeneType
YBR201W	YBR201W	MissingGeneType
YBR201C-A	YBR201C-A	MissingGeneType
YBR202W	YBR202W	MissingGeneType
YBR203W	YBR203W	MissingGeneType
YBR204C	YBR204C	MissingGeneType
YBR205W	YBR205W	MissingGeneType
YBR206W	YBR206W	MissingGeneType
YBR207W	YBR207W	MissingGeneType
YBR208C	YBR208C	MissingGeneType
YBR209W	YBR209W	MissingGeneType
YBR210W	YBR210W	MissingGeneType
YBR211C	YBR211C	MissingGeneType
YBR212W	YBR212W	MissingGeneType
YBR213W	YBR213W	MissingGeneType
YBR214W	YBR214W	MissingGeneType
YBR215W	YBR215W	MissingGeneType
YBR216C	YBR216C	MissingGeneType
YBR217W	YBR217W	MissingGeneType
YBR218C	YBR218C	MissingGeneType
YBR219C	YBR219C	MissingGeneType
YBR220C	YBR220C	MissingGeneType
YBR221C	YBR221C	MissingGeneType
YBR221W-A	YBR221W-A	MissingGeneType
YBR222C	YBR222C	MissingGeneType
YBR223C	YBR223C	MissingGeneType
YBR223W-A	YBR223W-A	MissingGeneType
YBR224W	YBR224W	MissingGeneType
YBR225W	YBR225W	MissingGeneType
YBR226C	YBR226C	MissingGeneType
YBR227C	YBR227C	MissingGeneType
YBR228W	YBR228W	MissingGeneType
YBR229C	YBR229C	MissingGeneType
YBR230C	YBR230C	MissingGeneType
YBR230W-A	YBR230W-A	MissingGeneType
YBR231C	YBR231C	MissingGeneType
YBR232C	YBR232C	MissingGeneType
YBR233W	YBR233W	MissingGeneType
YBR233W-A	YBR233W-A	MissingGeneType
YBR234C	YBR234C	MissingGeneType
YBR235W	YBR235W	MissingGeneType
YBR236C	YBR236C	MissingGeneType
YBR237W	YBR237W	MissingGeneType
YBR238C	YBR238C	MissingGeneType
YBR239C	YBR239C	MissingGeneType
YBR240C	YBR240C	MissingGeneType
YBR241C	YBR241C	MissingGeneType
YBR242W	YBR242W	MissingGeneType
YBR243C	YBR243C	MissingGeneType
YBR244W	YBR244W	MissingGeneType
YBR245C	YBR245C	MissingGeneType
YBR246W	YBR246W	MissingGeneType
YBR247C	YBR247C	MissingGeneType
YBR248C	YBR248C	MissingGeneType
YBR249C	YBR249C	MissingGeneType
YBR250W	YBR250W	MissingGeneType
YBR251W	YBR251W	MissingGeneType
YBR252W	YBR252W	MissingGeneType
YBR253W	YBR253W	MissingGeneType
YBR254C	YBR254C	MissingGeneType
YBR255W	YBR255W	MissingGeneType
YBR255C-A	YBR255C-A	MissingGeneType
YBR256C	YBR256C	MissingGeneType
YBR257W	YBR257W	MissingGeneType
YBR258C	YBR258C	MissingGeneType
YBR259W	YBR259W	MissingGeneType
YBR260C	YBR260C	MissingGeneType
YBR261C	YBR261C	MissingGeneType
YBR262C	YBR262C	MissingGeneType
YBR263W	YBR263W	MissingGeneType
YBR264C	YBR264C	MissingGeneType
YBR265W	YBR265W	MissingGeneType
YBR267W	YBR267W	MissingGeneType
YBR266C	YBR266C	MissingGeneType
YBR268W	YBR268W	MissingGeneType
YBR269C	YBR269C	MissingGeneType
YBR270C	YBR270C	MissingGeneType
YBR271W	YBR271W	MissingGeneType
YBR272C	YBR272C	MissingGeneType
YBR273C	YBR273C	MissingGeneType
YBR274W	YBR274W	MissingGeneType
YBR275C	YBR275C	MissingGeneType
YBR276C	YBR276C	MissingGeneType
YBR277C	YBR277C	MissingGeneType
YBR278W	YBR278W	MissingGeneType
YBR279W	YBR279W	MissingGeneType
YBR280C	YBR280C	MissingGeneType
YBR281C	YBR281C	MissingGeneType
YBR282W	YBR282W	MissingGeneType
YBR283C	YBR283C	MissingGeneType
YBR284W	YBR284W	MissingGeneType
YBR285W	YBR285W	MissingGeneType
YBR286W	YBR286W	MissingGeneType
YBR287W	YBR287W	MissingGeneType
YBR288C	YBR288C	MissingGeneType
YBR289W	YBR289W	MissingGeneType
YBR290W	YBR290W	MissingGeneType
YBR291C	YBR291C	MissingGeneType
YBR292C	YBR292C	MissingGeneType
YBR293W	YBR293W	MissingGeneType
YBR294W	YBR294W	MissingGeneType
YBR295W	YBR295W	MissingGeneType
YBR296C	YBR296C	MissingGeneType
YBR296C-A	YBR296C-A	MissingGeneType
YBR297W	YBR297W	MissingGeneType
YBR298C	YBR298C	MissingGeneType
YBR298C-A	YBR298C-A	MissingGeneType
YBR299W	YBR299W	MissingGeneType
YBR300C	YBR300C	MissingGeneType
YBR301W	YBR301W	MissingGeneType
YBR302C	YBR302C	MissingGeneType
YCL076W	YCL076W	MissingGeneType
YCL073C	YCL073C	MissingGeneType
YCL069W	YCL069W	MissingGeneType
YCL068C	YCL068C	MissingGeneType
YCL067C	YCL067C	MissingGeneType
YCL066W	YCL066W	MissingGeneType
YCL065W	YCL065W	MissingGeneType
YCL064C	YCL064C	MissingGeneType
YCL063W	YCL063W	MissingGeneType
YCL061C	YCL061C	MissingGeneType
YCL059C	YCL059C	MissingGeneType
YCL058C	YCL058C	MissingGeneType
YCL058W-A	YCL058W-A	MissingGeneType
YCL057C-A	YCL057C-A	MissingGeneType
YCL057W	YCL057W	MissingGeneType
YCL056C	YCL056C	MissingGeneType
YCL055W	YCL055W	MissingGeneType
YCL054W-A	YCL054W-A	MissingGeneType
YCL054W	YCL054W	MissingGeneType
YCL052C	YCL052C	MissingGeneType
YCL051W	YCL051W	MissingGeneType
YCL050C	YCL050C	MissingGeneType
YCL049C	YCL049C	MissingGeneType
YCL048W-A	YCL048W-A	MissingGeneType
YCL048W	YCL048W	MissingGeneType
YCL047C	YCL047C	MissingGeneType
YCL045C	YCL045C	MissingGeneType
YCL046W	YCL046W	MissingGeneType
YCL044C	YCL044C	MissingGeneType
YCL043C	YCL043C	MissingGeneType
YCL041C	YCL041C	MissingGeneType
YCL042W	YCL042W	MissingGeneType
YCL040W	YCL040W	MissingGeneType
YCL039W	YCL039W	MissingGeneType
YCL038C	YCL038C	MissingGeneType
YCL037C	YCL037C	MissingGeneType
YCL036W	YCL036W	MissingGeneType
YCL035C	YCL035C	MissingGeneType
YCL034W	YCL034W	MissingGeneType
YCL033C	YCL033C	MissingGeneType
YCL032W	YCL032W	MissingGeneType
YCL031C	YCL031C	MissingGeneType
YCL030C	YCL030C	MissingGeneType
YCL029C	YCL029C	MissingGeneType
YCL028W	YCL028W	MissingGeneType
YCL027W	YCL027W	MissingGeneType
YCL026C-B	YCL026C-B	MissingGeneType
YCL026C-A	YCL026C-A	MissingGeneType
YCL025C	YCL025C	MissingGeneType
YCL023C	YCL023C	MissingGeneType
YCL024W	YCL024W	MissingGeneType
YCL022C	YCL022C	MissingGeneType
YCL021W-A	YCL021W-A	MissingGeneType
YCL018W	YCL018W	MissingGeneType
YCL017C	YCL017C	MissingGeneType
YCL016C	YCL016C	MissingGeneType
YCL014W	YCL014W	MissingGeneType
YCL012C	YCL012C	MissingGeneType
YCL011C	YCL011C	MissingGeneType
YCL010C	YCL010C	MissingGeneType
YCL009C	YCL009C	MissingGeneType
YCL008C	YCL008C	MissingGeneType
YCL007C	YCL007C	MissingGeneType
YCL005W-A	YCL005W-A	MissingGeneType
YCL005W	YCL005W	MissingGeneType
YCL004W	YCL004W	MissingGeneType
YCL002C	YCL002C	MissingGeneType
YCL001W	YCL001W	MissingGeneType
YCL001W-A	YCL001W-A	MissingGeneType
YCL001W-B	YCL001W-B	MissingGeneType
YCR001W	YCR001W	MissingGeneType
YCR002C	YCR002C	MissingGeneType
YCR003W	YCR003W	MissingGeneType
YCR004C	YCR004C	MissingGeneType
YCR005C	YCR005C	MissingGeneType
YCR006C	YCR006C	MissingGeneType
YCR007C	YCR007C	MissingGeneType
YCR008W	YCR008W	MissingGeneType
YCR009C	YCR009C	MissingGeneType
YCR010C	YCR010C	MissingGeneType
YCR011C	YCR011C	MissingGeneType
YCR012W	YCR012W	MissingGeneType
YCR013C	YCR013C	MissingGeneType
YCR014C	YCR014C	MissingGeneType
YCR015C	YCR015C	MissingGeneType
YCR016W	YCR016W	MissingGeneType
YCR017C	YCR017C	MissingGeneType
YCR018C	YCR018C	MissingGeneType
YCR018C-A	YCR018C-A	MissingGeneType
YCR019W	YCR019W	MissingGeneType
YCR020C	YCR020C	MissingGeneType
YCR020C-A	YCR020C-A	MissingGeneType
YCR020W-B	YCR020W-B	MissingGeneType
YCR021C	YCR021C	MissingGeneType
YCR022C	YCR022C	MissingGeneType
YCR023C	YCR023C	MissingGeneType
YCR024C	YCR024C	MissingGeneType
YCR024C-B	YCR024C-B	MissingGeneType
YCR024C-A	YCR024C-A	MissingGeneType
YCR025C	YCR025C	MissingGeneType
YCR026C	YCR026C	MissingGeneType
YCR027C	YCR027C	MissingGeneType
YCR028C	YCR028C	MissingGeneType
YCR028C-A	YCR028C-A	MissingGeneType
YCR030C	YCR030C	MissingGeneType
YCR031C	YCR031C	MissingGeneType
